ID,Form_ID,Cognateset_ID,Alignment,Source
abui1241-petle-here-1-biglexstat,abui1241-petle-here-1,here-1-0,- m e,biglexstat
abui1241-petle-to_sing-1-biglexstat,abui1241-petle-to_sing-1,to_sing-1-0,j e i _ h o f a ŋ a,biglexstat
abui1241-petle-egg-1-biglexstat,abui1241-petle-egg-1,egg-1-0,r u w a l _ b u r - - a,biglexstat
abui1241-petle-tobacco-1-biglexstat,abui1241-petle-tobacco-1,tobacco-1-0,k a b a k -,biglexstat
abui1241-petle-fish-1-biglexstat,abui1241-petle-fish-1,fish-1-0,a f - u,biglexstat
abui1241-petle-who-1-biglexstat,abui1241-petle-who-1,who-1-0,m aː - -,biglexstat
abui1241-petle-to_cook-2-biglexstat,abui1241-petle-to_cook-2,to_cook-2-0,- - s e n - -,biglexstat
abui1241-petle-one-1-biglexstat,abui1241-petle-one-1,one-1-0,- n u k u,biglexstat
abui1241-petle-to_cry-1-biglexstat,abui1241-petle-to_cry-1,to_cry-1-0,f e l,biglexstat
abui1241-petle-there-1-biglexstat,abui1241-petle-there-1,there-1-0,w e -,biglexstat
abui1241-petle-to_tie-1-biglexstat,abui1241-petle-to_tie-1,to_tie-1-0,- - - k o l - -,biglexstat
abui1241-petle-to_shoot-1-biglexstat,abui1241-petle-to_shoot-1,to_shoot-1-0,- - t a k,biglexstat
abui1241-petle-no_not-1-biglexstat,abui1241-petle-no_not-1,no_not-1-0,n a h a -,biglexstat
abui1241-petle-four-1-biglexstat,abui1241-petle-four-1,four-1-0,b u - - t i,biglexstat
abui1241-takal-sky-1-biglexstat,abui1241-takal-sky-1,sky-1-0,- a d i,biglexstat
abui1241-petle-to_steal-1-biglexstat,abui1241-petle-to_steal-1,to_steal-1-0,t a k a - u,biglexstat
abui1241-petle-to_die-1-biglexstat,abui1241-petle-to_die-1,to_die-1-0,- m o ŋ -,biglexstat
abui1241-takal-sun-1-biglexstat,abui1241-takal-sun-1,sun-1-0,w a r -,biglexstat
abui1241-petle-to_cook-1-biglexstat,abui1241-petle-to_cook-1,to_cook-1-0,m aː l -,biglexstat
abui1241-petle-to_sit-1-biglexstat,abui1241-petle-to_sit-1,to_sit-1-0,- m i t i -,biglexstat
abui1241-petle-black-1-biglexstat,abui1241-petle-black-1,black-1-0,- a k a n i -,biglexstat
abui1241-petle-ripe-1-biglexstat,abui1241-petle-ripe-1,ripe-1-2,m a d i -,biglexstat
abui1241-petle-to_go-1-biglexstat,abui1241-petle-to_go-1,to_go-1-0,l aː k -,biglexstat
abui1241-petle-to_laugh-1-biglexstat,abui1241-petle-to_laugh-1,to_laugh-3-0,j e - i - -,biglexstat
abui1241-petle-what-1-biglexstat,abui1241-petle-what-1,what-1-0,n a l a - - -,biglexstat
abui1241-petle-to_come-1-biglexstat,abui1241-petle-to_come-1,to_come-3-0,j e - i,biglexstat
abui1241-petle-wide-1-biglexstat,abui1241-petle-wide-1,wide-1-0,f o k o,biglexstat
abui1241-petle-cold-1-biglexstat,abui1241-petle-cold-1,cold-1-0,p a l a t a,biglexstat
abui1241-petle-two-1-biglexstat,abui1241-petle-two-1,two-1-0,- o - - - k - i,biglexstat
abui1241-petle-dog-1-biglexstat,abui1241-petle-dog-1,dog-1-0,k a - i -,biglexstat
abui1241-petle-scared-1-biglexstat,abui1241-petle-scared-1,scared-1-0,f uː j - a,biglexstat
abui1241-petle-white-1-biglexstat,abui1241-petle-white-1,white-1-0,k u l - i,biglexstat
abui1241-petle-father-1-biglexstat,abui1241-petle-father-1,father-1-0,n u m a - - -,biglexstat
abui1241-petle-six-1-biglexstat,abui1241-petle-six-1,six-1-0,t a l a m a -,biglexstat
abui1241-petle-five-1-biglexstat,abui1241-petle-five-1,five-1-0,- - - j e t i ŋ,biglexstat
abui1241-petle-to_walk-1-biglexstat,abui1241-petle-to_walk-1,to_walk-1-3,p u t o k - _ h o l aː k,biglexstat
abui1241-petle-this-1-biglexstat,abui1241-petle-this-1,this-1-0,- i t - i,biglexstat
abui1241-petle-ten-1-biglexstat,abui1241-petle-ten-1,ten-1-0,k a - r n u k u,biglexstat
abui1241-petle-woman-1-biglexstat,abui1241-petle-woman-1,woman-1-1,m eː l -,biglexstat
abui1241-petle-louse_clothing-1-biglexstat,abui1241-petle-louse_clothing-1,louse_clothing-1-2,b i k - e ŋ,biglexstat
abui1241-petle-three-1-biglexstat,abui1241-petle-three-1,three-1-0,s u - a -,biglexstat
abui1241-petle-rat-1-biglexstat,abui1241-petle-rat-1,rat-2-0,- i l i,biglexstat
abui1241-petle-snake-1-biglexstat,abui1241-petle-snake-1,snake-2-0,m o n,biglexstat
abui1241-takal-hole-1-biglexstat,abui1241-takal-hole-1,hole-1-1,uː l -,biglexstat
abui1241-takal-wave-1-biglexstat,abui1241-takal-wave-1,wave-1-0,f ɔ - j,biglexstat
abui1241-takal-sail-1-biglexstat,abui1241-takal-sail-1,sail-1-0,- l a l,biglexstat
abui1241-takal-canoe-1-biglexstat,abui1241-takal-canoe-1,canoe-1-0,p e̞ l ã -,biglexstat
abui1241-takal-yesterday-1-biglexstat,abui1241-takal-yesterday-1,yesterday-1-2,a f e̞ j d a,biglexstat
abui1241-takal-rice_field-1-biglexstat,abui1241-takal-rice_field-1,rice_field-1-0,s a w a,biglexstat
abui1241-takal-canoe-2-biglexstat,abui1241-takal-canoe-2,canoe-1-0,p e̞ l a ŋ,biglexstat
abui1241-takal-water-1-biglexstat,abui1241-takal-water-1,water-3-0,- i j a,biglexstat
abui1241-takal-knife-1-biglexstat,abui1241-takal-knife-1,knife-1-0,- - l u i,biglexstat
abui1241-takal-hill_ridge-1-biglexstat,abui1241-takal-hill_ridge-1,hill_ridge-1-0,t a b u k u,biglexstat
abui1241-takal-garden-1-biglexstat,abui1241-takal-garden-1,garden-1-0,u t i,biglexstat
abui1241-takal-comb-1-biglexstat,abui1241-takal-comb-1,comb-1-0,k eː t -,biglexstat
abui1241-takal-morning-1-biglexstat,abui1241-takal-morning-1,morning-1-3,f a l aː k d a,biglexstat
abui1241-takal-lightning-1-biglexstat,abui1241-takal-lightning-1,lightning-1-8,h e̞ f a l j - e̞ l a k -,biglexstat
abui1241-takal-fence-1-biglexstat,abui1241-takal-fence-1,fence-1-0,b aː,biglexstat
abui1241-takal-arrow-2-biglexstat,abui1241-takal-arrow-2,arrow-1-1,k a f u q - -,biglexstat
abui1241-takal-fog-1-biglexstat,abui1241-takal-fog-1,fog-1-0,t a b ɔ - -,biglexstat
abui1241-takal-rope-1-biglexstat,abui1241-takal-rope-1,rope-1-1,tʰ i l a,biglexstat
abui1241-takal-star-1-biglexstat,abui1241-takal-star-1,star-1-0,f iː r - - - - - - - - -,biglexstat
abui1241-takal-day-1-biglexstat,abui1241-takal-day-1,day-1-0,t a d e̞ a ŋ,biglexstat
abui1241-takal-clothing-2-biglexstat,abui1241-takal-clothing-2,clothing-1-1,n a m a ŋ,biglexstat
abui1241-takal-machete-1-biglexstat,abui1241-takal-machete-1,machete-1-0,k a ʋ e̞ n -,biglexstat
abui1241-takal-forest-1-biglexstat,abui1241-takal-forest-1,forest-2-0,k u p a i,biglexstat
abui1241-takal-earthquake-1-biglexstat,abui1241-takal-earthquake-1,earthquake-1-0,t a - j ɔ k a -,biglexstat
abui1241-takal-cloud-1-biglexstat,abui1241-takal-cloud-1,cloud-1-5,t a b e̞ a k i l,biglexstat
abui1241-takal-fishing_hook-1-biglexstat,abui1241-takal-fishing_hook-1,fishing_hook-1-0,- a ʋ e̞ l a -,biglexstat
abui1241-takal-tomorrow-1-biglexstat,abui1241-takal-tomorrow-1,tomorrow-1-0,a q u n -,biglexstat
abui1241-takal-year-1-biglexstat,abui1241-takal-year-1,year-1-0,t u - - ŋ,biglexstat
abui1241-takal-soil-1-biglexstat,abui1241-takal-soil-1,soil-1-1,a n e̞ i,biglexstat
abui1241-takal-needle-1-biglexstat,abui1241-takal-needle-1,needle-1-0,t iː ŋ,biglexstat
abui1241-takal-night-1-biglexstat,abui1241-takal-night-1,night-1-1,t u n t a m a,biglexstat
abui1241-takal-fire-1-biglexstat,abui1241-takal-fire-1,fire-1-0,- - - - - a r a -,biglexstat
abui1241-takal-stone-1-biglexstat,abui1241-takal-stone-1,stone-1-0,ʋ - - i,biglexstat
abui1241-takal-village-1-biglexstat,abui1241-takal-village-1,village-1-0,m e̞ l ã -,biglexstat
abui1241-takal-sea-1-biglexstat,abui1241-takal-sea-1,sea-1-0,t a m a - - - - - - -,biglexstat
abui1241-takal-stick_pole-1-biglexstat,abui1241-takal-stick_pole-1,stick_pole-1-0,t u q ɔ n r ɔ k,biglexstat
abui1241-takal-bow-1-biglexstat,abui1241-takal-bow-1,bow-1-0,p e̞ t -,biglexstat
abui1241-takal-island-1-biglexstat,abui1241-takal-island-1,island-2-0,b u k u,biglexstat
abui1241-takal-rain-1-biglexstat,abui1241-takal-rain-1,rain-1-0,a n u i -,biglexstat
abui1241-takal-Earth-1-biglexstat,abui1241-takal-Earth-1,Earth-1-0,b u k u - - - - -,biglexstat
abui1241-takal-fat-1-biglexstat,abui1241-takal-fat-1,fat-1-0,- - t a m a d a,biglexstat
abui1241-takal-smoke-1-biglexstat,abui1241-takal-smoke-1,smoke-1-0,a r a _ t i k a,biglexstat
abui1241-takal-coconut-1-biglexstat,abui1241-takal-coconut-1,coconut-1-0,w a t a -,biglexstat
abui1241-takal-bean-1-biglexstat,abui1241-takal-bean-1,bean-1-0,t a q ɔ - j,biglexstat
abui1241-takal-leaf-1-biglexstat,abui1241-takal-leaf-1,leaf-1-0,w aː t a l a,biglexstat
abui1241-takal-taro-1-biglexstat,abui1241-takal-taro-1,taro-2-0,a h w oː l,biglexstat
abui1241-takal-sweet_potato-1-biglexstat,abui1241-takal-sweet_potato-1,sweet_potato-1-0,k ɔ,biglexstat
abui1241-takal-door-1-biglexstat,abui1241-takal-door-1,door-1-0,l uː ŋ,biglexstat
abui1241-takal-fruit-1-biglexstat,abui1241-takal-fruit-1,fruit-1-0,- u p i,biglexstat
abui1241-takal-tree-1-biglexstat,abui1241-takal-tree-1,tree-1-0,b a t aː _ w aː w a ŋ,biglexstat
abui1241-takal-root-1-biglexstat,abui1241-takal-root-1,root-1-4,b a t aː _ h a - j,biglexstat
abui1241-takal-banana-1-biglexstat,abui1241-takal-banana-1,banana-1-3,b a l e̞ ɪ,biglexstat
abui1241-takal-mango-1-biglexstat,abui1241-takal-mango-1,mango-1-0,m e̞ - j a,biglexstat
abui1241-takal-gravel-1-biglexstat,abui1241-takal-gravel-1,gravel-1-0,ʋ i _ b i k a t -,biglexstat
abui1241-takal-meat-1-biglexstat,abui1241-takal-meat-1,meat-1-0,m a h i t ɪ ŋ,biglexstat
abui1241-takal-bone-1-biglexstat,abui1241-takal-bone-1,bone-1-0,- - t e̞ - i p a -,biglexstat
abui1241-takal-seed-1-biglexstat,abui1241-takal-seed-1,seed-1-0,b i k a,biglexstat
abui1241-takal-salt-1-biglexstat,abui1241-takal-salt-1,salt-1-0,a t i,biglexstat
abui1241-takal-betel_vine-1-biglexstat,abui1241-takal-betel_vine-1,betel_vine-1-0,m e̞ t i ŋ,biglexstat
abui1241-takal-lime-1-biglexstat,abui1241-takal-lime-1,lime-1-0,a ʋ a j -,biglexstat
abui1241-takal-dust-1-biglexstat,abui1241-takal-dust-1,dust-1-0,h e t a b - w ɔ ŋ,biglexstat
abui1241-takal-lontar_palm-1-biglexstat,abui1241-takal-lontar_palm-1,lontar_palm-1-5,a j - q ɔ l,biglexstat
abui1241-takal-to_plant_yam-1-biglexstat,abui1241-takal-to_plant_yam-1,to_plant_yam-1-1,b a t aː k ɔ _ m u r j a -,biglexstat
abui1241-takal-honey-2-biglexstat,abui1241-takal-honey-2,honey-1-0,n aː - - w a ŋ - - - -,biglexstat
abui1241-takal-sand-1-biglexstat,abui1241-takal-sand-1,sand-1-0,m a l a t a i -,biglexstat
abui1241-takal-betel_nut_areca-1-biglexstat,abui1241-takal-betel_nut_areca-1,betel_nut_areca-1-0,f uː -,biglexstat
abui1241-takal-cooked_rice-1-biglexstat,abui1241-takal-cooked_rice-1,cooked_rice-1-1,n a l a _ m a,biglexstat
abui1241-takal-breadfruit-1-biglexstat,abui1241-takal-breadfruit-1,breadfruit-2-0,k u l u ŋ,biglexstat
abui1241-takal-firewood-1-biglexstat,abui1241-takal-firewood-1,firewood-1-0,a r aː,biglexstat
abui1241-takal-cooked_corn-1-biglexstat,abui1241-takal-cooked_corn-1,cooked_corn-1-0,f aː t _ m a,biglexstat
abui1241-takal-house-1-biglexstat,abui1241-takal-house-1,house-1-0,f a l a - -,biglexstat
abui1241-takal-sugarcane-1-biglexstat,abui1241-takal-sugarcane-1,sugarcane-1-0,- f a -,biglexstat
abui1241-takal-wood-1-biglexstat,abui1241-takal-wood-1,wood-1-8,b a t aː,biglexstat
abui1241-takal-mud-2-biglexstat,abui1241-takal-mud-2,mud-2-0,p a d a q,biglexstat
abui1241-takal-grass-1-biglexstat,abui1241-takal-grass-1,grass-1-0,b a l o q u,biglexstat
abui1241-takal-marungga-1-biglexstat,abui1241-takal-marungga-1,marungga-1-0,m a t ɔ l i ŋ,biglexstat
abui1241-takal-branch-1-biglexstat,abui1241-takal-branch-1,branch-1-0,- - h a t a ŋ,biglexstat
abui1241-takal-mud-1-biglexstat,abui1241-takal-mud-1,mud-3-0,f a n a q -,biglexstat
abui1241-takal-millet-1-biglexstat,abui1241-takal-millet-1,millet-1-0,k aː l a - -,biglexstat
abui1241-takal-rattan-1-biglexstat,abui1241-takal-rattan-1,rattan-1-0,f u r a q,biglexstat
abui1241-takal-skin-1-biglexstat,abui1241-takal-skin-1,skin-1-0,t e̞ː q u l,biglexstat
abui1241-takal-knee-1-biglexstat,abui1241-takal-knee-1,knee-1-3,t a b a l a _ b u k u,biglexstat
abui1241-takal-palm_of_hand-1-biglexstat,abui1241-takal-palm_of_hand-1,palm_of_hand-1-0,t a t a ŋ _ h oː m i,biglexstat
abui1241-takal-shoulder-1-biglexstat,abui1241-takal-shoulder-1,shoulder-1-0,t a b aː ŋ,biglexstat
abui1241-takal-vein-1-biglexstat,abui1241-takal-vein-1,vein-1-0,t e̞ a - j,biglexstat
abui1241-takal-tongue-1-biglexstat,abui1241-takal-tongue-1,tongue-1-0,t a l - i f i,biglexstat
abui1241-takal-neck-1-biglexstat,abui1241-takal-neck-1,neck-1-0,t a ʋ - - a _ t a,biglexstat
abui1241-takal-cold_influenza-1-biglexstat,abui1241-takal-cold_influenza-1,cold_influenza-1-0,p a s i ŋ,biglexstat
abui1241-takal-woman-1-biglexstat,abui1241-takal-woman-1,woman-1-0,m a - j ɔ l -,biglexstat
abui1241-takal-navel-1-biglexstat,abui1241-takal-navel-1,navel-1-0,t a b i k i l - -,biglexstat
abui1241-takal-scabies-1-biglexstat,abui1241-takal-scabies-1,scabies-1-1,a t i n a l,biglexstat
abui1241-takal-tear-1-biglexstat,abui1241-takal-tear-1,tear-1-0,t i a ŋ _ n ɐ j -,biglexstat
abui1241-takal-penis-1-biglexstat,abui1241-takal-penis-1,penis-1-0,t a p aː l,biglexstat
abui1241-takal-father-1-biglexstat,abui1241-takal-father-1,father-1-1,- m aː - m - - a,biglexstat
abui1241-takal-forehead-1-biglexstat,abui1241-takal-forehead-1,forehead-1-0,t a p oː ŋ,biglexstat
abui1241-takal-back-1-biglexstat,abui1241-takal-back-1,back-1-1,t e̞ u i,biglexstat
abui1241-takal-arm-1-biglexstat,abui1241-takal-arm-1,arm-1-0,t a t a ŋ,biglexstat
abui1241-takal-tinea-1-biglexstat,abui1241-takal-tinea-1,tinea-1-0,p a l a r a,biglexstat
abui1241-takal-mother-1-biglexstat,abui1241-takal-mother-1,mother-1-0,n i - a -,biglexstat
abui1241-takal-man-1-biglexstat,abui1241-takal-man-1,man-1-1,n e̞ a ŋ,biglexstat
abui1241-takal-mouth-1-biglexstat,abui1241-takal-mouth-1,mouth-1-0,t a ʋ - - a -,biglexstat
abui1241-takal-mucus-1-biglexstat,abui1241-takal-mucus-1,mucus-1-2,t a m i n _ s ɪ n -,biglexstat
abui1241-takal-person-1-biglexstat,abui1241-takal-person-1,person-1-0,- a - m a,biglexstat
abui1241-takal-child-1-biglexstat,abui1241-takal-child-1,child-1-1,m o q u,biglexstat
abui1241-takal-heart-2-biglexstat,abui1241-takal-heart-2,heart-1-0,t e̞ b u k ɔ m a ŋ,biglexstat
abui1241-takal-lips-1-biglexstat,abui1241-takal-lips-1,lips-1-0,t a ʋ a _ k uː l,biglexstat
abui1241-takal-excrement-1-biglexstat,abui1241-takal-excrement-1,excrement-2-0,t a ʔ i -,biglexstat
abui1241-takal-nose-1-biglexstat,abui1241-takal-nose-1,nose-1-0,t a m - i n - -,biglexstat
abui1241-takal-penis-2-biglexstat,abui1241-takal-penis-2,penis-2-0,t a t ɔ,biglexstat
abui1241-takal-foot-1-biglexstat,abui1241-takal-foot-1,foot-1-2,n e̞ t o q u _ t i l e̞ i,biglexstat
abui1241-takal-nostril-1-biglexstat,abui1241-takal-nostril-1,nostril-1-0,t a m i n _ t u q oː l a,biglexstat
abui1241-takal-husband-1-biglexstat,abui1241-takal-husband-1,husband-2-0,t e̞ n e̞ a ŋ,biglexstat
abui1241-takal-child-2-biglexstat,abui1241-takal-child-2,child-2-0,ʋ i l,biglexstat
abui1241-takal-wife-1-biglexstat,abui1241-takal-wife-1,wife-1-1,t e̞ m a j ɔ l -,biglexstat
abui1241-takal-body-1-biglexstat,abui1241-takal-body-1,body-1-3,t e̞ ʔ ɪ s i,biglexstat
abui1241-takal-cheek-1-biglexstat,abui1241-takal-cheek-1,cheek-1-3,t a r u n,biglexstat
abui1241-takal-eye-1-biglexstat,abui1241-takal-eye-1,eye-1-0,t i ã -,biglexstat
abui1241-takal-name-1-biglexstat,abui1241-takal-name-1,name-1-0,- - a n - - e̞,biglexstat
abui1241-takal-chin-1-biglexstat,abui1241-takal-chin-1,chin-1-1,t a ʋ a _ b a q,biglexstat
abui1241-takal-hand-1-biglexstat,abui1241-takal-hand-1,hand-1-0,t a t a ŋ _ p a a k a,biglexstat
abui1241-takal-vagina-1-biglexstat,abui1241-takal-vagina-1,vagina-1-1,t ɔ i,biglexstat
abui1241-takal-ear-1-biglexstat,abui1241-takal-ear-1,ear-1-0,t a ʋ e̞ - ɪ - - - -,biglexstat
abui1241-takal-egg-1-biglexstat,abui1241-takal-egg-1,egg-1-0,- - - - - - b i r - - a,biglexstat
abui1241-takal-whale-1-biglexstat,abui1241-takal-whale-1,whale-1-0,- - s u w ɞ i,biglexstat
abui1241-takal-and-1-biglexstat,abui1241-takal-and-1,and-1-1,j aː,biglexstat
abui1241-takal-2sg_informal-1-biglexstat,abui1241-takal-2sg_informal-1,2sg_informal-1-0,e̞ d ɔ,biglexstat
abui1241-takal-who-1-biglexstat,abui1241-takal-who-1,who-1-0,m aː - -,biglexstat
abui1241-takal-3sg-1-biglexstat,abui1241-takal-3sg-1,3sg-1-2,h e̞ d i,biglexstat
abui1241-takal-lizard-1-biglexstat,abui1241-takal-lizard-1,lizard-1-0,t e̞ - q ɔ q,biglexstat
abui1241-takal-civet_cat-1-biglexstat,abui1241-takal-civet_cat-1,civet_cat-1-0,ä j - ɔ,biglexstat
abui1241-takal-at-1-biglexstat,abui1241-takal-at-1,at-1-0,m i a,biglexstat
abui1241-takal-left_side-1-biglexstat,abui1241-takal-left_side-1,left_side-1-0,- - - b i kʰ i l,biglexstat
abui1241-takal-butterfly-1-biglexstat,abui1241-takal-butterfly-1,butterfly-1-0,k u p - - aː q,biglexstat
abui1241-takal-frog-1-biglexstat,abui1241-takal-frog-1,frog-1-2,j ä - q ɔ r ä _ q ɔ r ä,biglexstat
abui1241-takal-scorpion-1-biglexstat,abui1241-takal-scorpion-1,scorpion-1-0,p e̞ - i -,biglexstat
abui1241-takal-what-1-biglexstat,abui1241-takal-what-1,what-1-0,n a l a - - -,biglexstat
abui1241-takal-fish-1-biglexstat,abui1241-takal-fish-1,fish-1-0,a f - u,biglexstat
abui1241-takal-chicken-1-biglexstat,abui1241-takal-chicken-1,chicken-1-0,r u w ɔ l,biglexstat
abui1241-takal-here-1-biglexstat,abui1241-takal-here-1,here-2-2,d ɔ,biglexstat
abui1241-takal-where-1-biglexstat,abui1241-takal-where-1,where-1-0,- t e̞ m j a,biglexstat
abui1241-takal-pig-1-biglexstat,abui1241-takal-pig-1,pig-1-0,f e̞ - -,biglexstat
abui1241-takal-1sg-1-biglexstat,abui1241-takal-1sg-1,1sg-1-0,n e̞ d ɔ,biglexstat
abui1241-takal-inside-1-biglexstat,abui1241-takal-inside-1,inside-1-0,h oː m i,biglexstat
abui1241-takal-if-1-biglexstat,abui1241-takal-if-1,if-1-4,m ɞ ɪ,biglexstat
abui1241-takal-1pl_incl-1-biglexstat,abui1241-takal-1pl_incl-1,1pl_incl-1-0,p i d ɔ,biglexstat
abui1241-takal-2pl-1-biglexstat,abui1241-takal-2pl-1,2pl-1-1,r i d ɔ,biglexstat
abui1241-takal-all-1-biglexstat,abui1241-takal-all-1,all-1-6,t a f u d a,biglexstat
abui1241-takal-tail-1-biglexstat,abui1241-takal-tail-1,tail-2-0,h a ʋ - - - a i,biglexstat
abui1241-takal-with-1-biglexstat,abui1241-takal-with-1,with-2-0,f a l,biglexstat
abui1241-takal-bat-1-biglexstat,abui1241-takal-bat-1,bat-1-0,m a r e̞ l,biglexstat
abui1241-takal-monitor_lizard-1-biglexstat,abui1241-takal-monitor_lizard-1,monitor_lizard-1-0,- a l e̞ s a,biglexstat
abui1241-takal-snake-1-biglexstat,abui1241-takal-snake-1,snake-2-0,m ɔ n,biglexstat
abui1241-takal-no_not-1-biglexstat,abui1241-takal-no_not-1,no_not-1-0,n a h a -,biglexstat
abui1241-takal-many-1-biglexstat,abui1241-takal-many-1,many-1-1,f aː r i ŋ,biglexstat
abui1241-takal-because-1-biglexstat,abui1241-takal-because-1,because-1-4,h e̞ n i r _ b a,biglexstat
abui1241-takal-feather-1-biglexstat,abui1241-takal-feather-1,feather-1-7,h e̞ ʔ a m u r,biglexstat
abui1241-takal-fly-1-biglexstat,abui1241-takal-fly-1,fly-1-0,f u - f a i,biglexstat
abui1241-takal-few-1-biglexstat,abui1241-takal-few-1,few-1-4,k a b e̞ i _ w a l a,biglexstat
abui1241-takal-deer-1-biglexstat,abui1241-takal-deer-1,deer-1-0,- a - j u t -,biglexstat
abui1241-takal-heavy-1-biglexstat,abui1241-takal-heavy-1,heavy-1-0,t i h a i,biglexstat
abui1241-takal-cold-1-biglexstat,abui1241-takal-cold-1,cold-1-0,p a l a t a,biglexstat
abui1241-takal-far-1-biglexstat,abui1241-takal-far-1,far-1-4,b u o q a,biglexstat
abui1241-takal-thin-1-biglexstat,abui1241-takal-thin-1,thin-1-0,f ɔ l i,biglexstat
abui1241-takal-hungry-1-biglexstat,abui1241-takal-hungry-1,hungry-1-4,n a t oː k _ m a r a i,biglexstat
abui1241-takal-clean-1-biglexstat,abui1241-takal-clean-1,clean-1-0,s a n i,biglexstat
abui1241-takal-mosquito-1-biglexstat,abui1241-takal-mosquito-1,mosquito-1-1,k u - m a l,biglexstat
abui1241-takal-round-1-biglexstat,abui1241-takal-round-1,round-1-0,k u p i l,biglexstat
abui1241-takal-sour-1-biglexstat,abui1241-takal-sour-1,sour-1-0,a l - ɔ s i ŋ -,biglexstat
abui1241-takal-blue-1-biglexstat,abui1241-takal-blue-1,blue-1-0,w a - - l a ŋ ɐ i,biglexstat
abui1241-takal-dirty-1-biglexstat,abui1241-takal-dirty-1,dirty-1-0,d a q u n,biglexstat
abui1241-takal-rotten-1-biglexstat,abui1241-takal-rotten-1,rotten-1-0,h a m u n i,biglexstat
abui1241-takal-short-1-biglexstat,abui1241-takal-short-1,short-1-0,b u i,biglexstat
abui1241-takal-new-1-biglexstat,abui1241-takal-new-1,new-1-0,t ɪ f a -,biglexstat
abui1241-takal-bitter-1-biglexstat,abui1241-takal-bitter-1,bitter-1-0,m aː q a l - -,biglexstat
abui1241-takal-red-1-biglexstat,abui1241-takal-red-1,red-1-0,k i k a -,biglexstat
abui1241-takal-small-1-biglexstat,abui1241-takal-small-1,small-1-0,k i d i ŋ,biglexstat
abui1241-takal-hot-1-biglexstat,abui1241-takal-hot-1,hot-1-0,- - l i l a -,biglexstat
abui1241-takal-narrow-1-biglexstat,abui1241-takal-narrow-1,narrow-1-0,k a r - j a,biglexstat
abui1241-takal-dry-1-biglexstat,abui1241-takal-dry-1,dry-1-0,t a k a t a,biglexstat
abui1241-takal-louse_in_hair-1-biglexstat,abui1241-takal-louse_in_hair-1,louse_in_hair-1-0,b i k e̞ a ŋ - - - -,biglexstat
abui1241-takal-flat-1-biglexstat,abui1241-takal-flat-1,flat-1-0,f u i _ h j e̞ ŋ,biglexstat
abui1241-takal-thick-1-biglexstat,abui1241-takal-thick-1,thick-1-0,t a p a t i,biglexstat
abui1241-takal-blunt-1-biglexstat,abui1241-takal-blunt-1,blunt-1-0,t ɔ p a -,biglexstat
abui1241-takal-good-1-biglexstat,abui1241-takal-good-1,good-1-0,k aː ŋ -,biglexstat
abui1241-takal-black-1-biglexstat,abui1241-takal-black-1,black-1-0,- a q a n - -,biglexstat
abui1241-takal-ripe-1-biglexstat,abui1241-takal-ripe-1,ripe-1-0,s a n r i,biglexstat
abui1241-takal-dark-1-biglexstat,abui1241-takal-dark-1,dark-1-0,- a q u n -,biglexstat
abui1241-takal-straight-1-biglexstat,abui1241-takal-straight-1,straight-1-0,m u l a ŋ,biglexstat
abui1241-takal-young_people-2-biglexstat,abui1241-takal-young_people-2,young_people-1-0,a b e̞ t -,biglexstat
abui1241-takal-empty-1-biglexstat,abui1241-takal-empty-1,empty-1-0,t a q a,biglexstat
abui1241-takal-smooth-1-biglexstat,abui1241-takal-smooth-1,smooth-1-0,r u l - a,biglexstat
abui1241-takal-big-1-biglexstat,abui1241-takal-big-1,big-1-0,f o q a,biglexstat
