ID,Form_ID,Cognateset_ID,Alignment,Source
watu1247-3sg-1-biglexstat,watu1247-3sg-1,3sg-2-0,i -,biglexstat
watu1247-bird-1-biglexstat,watu1247-bird-1,bird-1-0,m a n u k - - - -,biglexstat
aran1237-axe-1-biglexstat,aran1237-axe-1,axe-1-4,t a m a n e,biglexstat
aran1237-uncooked_rice-1-biglexstat,aran1237-uncooked_rice-1,uncooked_rice-2-2,p a t a - - -,biglexstat
aran1237-that-1-biglexstat,aran1237-that-1,that-2-7,u - m a,biglexstat
aran1237-1sg-1-biglexstat,aran1237-1sg-1,1sg-3-1,n e ⁿd i,biglexstat
aran1237-mother-1-biglexstat,aran1237-mother-1,mother-2-1,j a e,biglexstat
bara1347-sun-1-biglexstat,bara1347-sun-1,sun-1-1,i t a n e,biglexstat
aran1237-two-1-biglexstat,aran1237-two-1,two-1-0,- o - - - g - i,biglexstat
bara1347-tobacco-1-biglexstat,bara1347-tobacco-1,tobacco-3-0,t a β a k u,biglexstat
bara1347-many-1-biglexstat,bara1347-many-1,many-3-1,k a p - - a n e,biglexstat
bara1347-cold-1-biglexstat,bara1347-cold-1,cold-2-2,t i - - t i g a,biglexstat
bara1347-knee-1-biglexstat,bara1347-knee-1,knee-1-4,j o p i - - e,biglexstat
bara1347-name-1-biglexstat,bara1347-name-1,name-1-0,- - e n a d i,biglexstat
bara1347-1sg-1-biglexstat,bara1347-1sg-1,1sg-2-0,n e d i,biglexstat
bara1347-good-1-biglexstat,bara1347-good-1,good-2-0,n i ⁿg e - -,biglexstat
bara1347-2pl-1-biglexstat,bara1347-2pl-1,2pl-2-0,- - e d i,biglexstat
bara1347-to_cry-1-biglexstat,bara1347-to_cry-1,to_cry-1-1,r a +,biglexstat
bara1347-to_eat-1-biglexstat,bara1347-to_eat-1,to_eat-2-0,n i m +,biglexstat
taro1259-1pl_incl-1-biglexstat,taro1259-1pl_incl-1,1pl_incl-3-0,i g a,biglexstat
weri1246-1sg-1-biglexstat,weri1246-1sg-1,1sg-2-0,n e d i,biglexstat
weri1246-2sg_informal-1-biglexstat,weri1246-2sg_informal-1,2sg_informal-4-0,- a ð i,biglexstat
weri1246-that-1-biglexstat,weri1246-that-1,that-1-0,d o m a,biglexstat
lamb1273-lake-1-biglexstat,lamb1273-lake-1,lake-1-4,h oː b a,biglexstat
weri1246-to_shoot-1-biglexstat,weri1246-to_shoot-1,to_shoot-2-5,p a - - +,biglexstat
lamb1273-roof_rafter-1-biglexstat,lamb1273-roof_rafter-1,roof_rafter-1-0,k a b aː t a n a - - - -,biglexstat
lamb1273-broom-3-biglexstat,lamb1273-broom-3,broom-1-0,h aː b o _ k a l i kː i,biglexstat
lamb1273-tobacco-1-biglexstat,lamb1273-tobacco-1,tobacco-2-0,- - b aː k u,biglexstat
lamb1273-if-1-biglexstat,lamb1273-if-1,if-1-3,ɓ - a,biglexstat
lamb1273-2pl-1-biglexstat,lamb1273-2pl-1,2pl-1-4,- - m iː,biglexstat
lamb1273-what-1-biglexstat,lamb1273-what-1,what-2-9,aː g a,biglexstat
lamb1273-to_fly-1-biglexstat,lamb1273-to_fly-1,to_fly-1-1,w u rː u,biglexstat
lamb1273-green-1-biglexstat,lamb1273-green-1,green-1-0,m oː r - - o - k a - -,biglexstat
lamb1273-to_stand-1-biglexstat,lamb1273-to_stand-1,to_stand-1-6,d eː d e,biglexstat
lamb1273-to_split-1-biglexstat,lamb1273-to_split-1,to_split-1-1,w aː k a,biglexstat
lamb1273-to_cut_down-2-biglexstat,lamb1273-to_cut_down-2,to_cut_down-1-4,p oː g o,biglexstat
lamb1273-candle-1-biglexstat,lamb1273-candle-1,candle-1-1,oː b o r a - - - - - - - - - -,biglexstat
lamb1273-five-1-biglexstat,lamb1273-five-1,five-2-0,- - - l i mː a,biglexstat
lamb1273-bed-1-biglexstat,lamb1273-bed-1,bed-1-1,- - - - - h a d au _ d uː r a,biglexstat
lamb1273-to_be_silent-3-biglexstat,lamb1273-to_be_silent-3,to_be_silent-1-1,k a n aː w a,biglexstat
lamb1273-to_be_silent-1-biglexstat,lamb1273-to_be_silent-1,to_be_silent-1-1,k a ɗ a nː a,biglexstat
blag1240-nule-blood-2-biglexstat,blag1240-nule-blood-2,blood-1-0,- v e -,biglexstat
blag1240-tuntu-blood-1-biglexstat,blag1240-tuntu-blood-1,blood-1-0,- v e i,biglexstat
blag1240-warsa-blood-1-biglexstat,blag1240-warsa-blood-1,blood-1-0,- v e -,biglexstat
abui1241-takal-blood-1-biglexstat,abui1241-takal-blood-1,blood-1-0,- ʋ e̞ a,biglexstat
atim1239-blood-1-biglexstat,atim1239-blood-1,blood-1-0,- w e -,biglexstat
baka1276-blood-1-biglexstat,baka1276-blood-1,blood-1-0,- v e -,biglexstat
teiw1235-nule-axe-1-biglexstat,teiw1235-nule-axe-1,axe-1-1,b a l i ŋ - - - - - - -,biglexstat
abui1241-takal-bamboo-1-biglexstat,abui1241-takal-bamboo-1,bamboo-1-0,m a - j -,biglexstat
tiay1238-axe-1-biglexstat,tiay1238-axe-1,axe-1-1,p a l i ŋ - - - - - - -,biglexstat
abui1241-petle-cooked_rice-1-biglexstat,abui1241-petle-cooked_rice-1,cooked_rice-1-0,- a j a k - _ m a - -,biglexstat
abui1241-fuime-cooked_rice-1-biglexstat,abui1241-fuime-cooked_rice-1,cooked_rice-1-0,- a j a k - _ m a - -,biglexstat
wers1238-taram-axe-1-biglexstat,wers1238-taram-axe-1,axe-1-1,p o l o ŋ - - - - - - -,biglexstat
blag1240-nule-bamboo-1-biglexstat,blag1240-nule-bamboo-1,bamboo-1-0,m a - r i,biglexstat
blag1240-tuntu-bamboo-1-biglexstat,blag1240-tuntu-bamboo-1,bamboo-1-0,m a - r i,biglexstat
blag1240-bama-blood-1-biglexstat,blag1240-bama-blood-1,blood-1-0,- w e -,biglexstat
blag1240-nule-black-1-biglexstat,blag1240-nule-black-1,black-1-0,k a - - n a -,biglexstat
abui1241-papun-black-1-biglexstat,abui1241-papun-black-1,black-1-0,- ɑ k ɑ n - -,biglexstat
abui1241-ulaga-black-1-biglexstat,abui1241-ulaga-black-1,black-1-0,- a k a n i -,biglexstat
adan1251-lawah-black-1-biglexstat,adan1251-lawah-black-1,black-1-0,l a ʔ a n a ʔ,biglexstat
blag1240-tuntu-black-1-biglexstat,blag1240-tuntu-black-1,black-1-0,q a - - n a -,biglexstat
blag1240-warsa-black-1-biglexstat,blag1240-warsa-black-1,black-1-0,x a - - n a -,biglexstat
lamm1241-westp-axe-1-biglexstat,lamm1241-westp-axe-1,axe-1-1,b a l i ŋ - - - - - - -,biglexstat
sarr1247-axe-1-biglexstat,sarr1247-axe-1,axe-1-1,b a l i ŋ - - - - - - -,biglexstat
sibo1242-atii-axe-1-biglexstat,sibo1242-atii-axe-1,axe-1-1,p a l i ŋ - - - - - - -,biglexstat
sibo1242-axe-1-biglexstat,sibo1242-axe-1,axe-1-1,p a l i ŋ - - - - - - -,biglexstat
abui1241-ulaga-bamboo-1-biglexstat,abui1241-ulaga-bamboo-1,bamboo-1-0,m aː - - i,biglexstat
buna1278-malia-cold-1-biglexstat,buna1278-malia-cold-1,cold-1-0,- u r ɑ t -,biglexstat
adan1251-otvai-black-1-biglexstat,adan1251-otvai-black-1,black-1-0,l a ʔ a n - -,biglexstat
baka1276-black-1-biglexstat,baka1276-black-1,black-1-0,k a - - n a -,biglexstat
blag1240-bama-black-1-biglexstat,blag1240-bama-black-1,black-1-0,q a - - n a -,biglexstat
hama1240-black-1-biglexstat,hama1240-black-1,black-1-0,l a ʔ a n - -,biglexstat
teiw1235-adiab-axe-1-biglexstat,teiw1235-adiab-axe-1,axe-1-0,b a l i ŋ,biglexstat
abui1241-fuime-bamboo-1-biglexstat,abui1241-fuime-bamboo-1,bamboo-1-0,m a - - i,biglexstat
abui1241-fuime-bamboo-2-biglexstat,abui1241-fuime-bamboo-2,bamboo-1-0,m a i j a,biglexstat
blag1240-manat-blood-1-biglexstat,blag1240-manat-blood-1,blood-1-0,- v e -,biglexstat
dein1238-blood-1-biglexstat,dein1238-blood-1,blood-1-0,- w a i,biglexstat
blag1240-kulij-black-1-biglexstat,blag1240-kulij-black-1,black-1-0,k a - - n a -,biglexstat
empl1237-blood-1-biglexstat,empl1237-blood-1,blood-1-0,- r eː -,biglexstat
kama1365-blood-1-biglexstat,kama1365-blood-1,blood-1-0,- w eː -,biglexstat
kelo1247-bring-blood-1-biglexstat,kelo1247-bring-blood-1,blood-1-0,- w ɛ ʔ,biglexstat
blag1240-nule-blood-1-biglexstat,blag1240-nule-blood-1,blood-1-0,e v e -,biglexstat
kelo1247-hopte-blood-1-biglexstat,kelo1247-hopte-blood-1,blood-1-0,- w iː -,biglexstat
kuii1253-blood-1-biglexstat,kuii1253-blood-1,blood-1-0,- w e -,biglexstat
kula1280-lanto-blood-1-biglexstat,kula1280-lanto-blood-1,blood-1-0,- w e -,biglexstat
maka1316-blood-1-biglexstat,maka1316-blood-1,blood-1-0,- w a i,biglexstat
nede1245-blood-1-biglexstat,nede1245-blood-1,blood-1-0,- w e -,biglexstat
abui1241-papun-nine-1-biglexstat,abui1241-papun-nine-1,nine-1-0,j ɛ - s ɪ ŋ _ b ʊ - - s ɪ,biglexstat
kula1280-lanto-mother-2-biglexstat,kula1280-lanto-mother-2,mother-1-4,ŋ a j a,biglexstat
blag1240-bama-hot-1-biglexstat,blag1240-bama-hot-1,hot-1-1,v a r a,biglexstat
baka1276-four-1-biglexstat,baka1276-four-1,four-1-0,b u - - t a,biglexstat
blag1240-kulij-four-1-biglexstat,blag1240-kulij-four-1,four-1-0,b u t a ʔ -,biglexstat
alor1247-baran-fire-1-biglexstat,alor1247-baran-fire-1,fire-1-0,- - - - - a p eː -,biglexstat
dawe1237-fire-1-biglexstat,dawe1237-fire-1,fire-1-0,- - - - - a m - -,biglexstat
fata1247-fire-1-biglexstat,fata1247-fire-1,fire-1-0,a tɕ a - - - - - -,biglexstat
lama1277-dulhi-fire-1-biglexstat,lama1277-dulhi-fire-1,fire-1-0,- - - - - a p e -,biglexstat
mawa1264-masil-fire-1-biglexstat,mawa1264-masil-fire-1,fire-1-0,- - - - - i ɸ i -,biglexstat
abui1241-ulaga-mother-5-biglexstat,abui1241-ulaga-mother-5,mother-1-0,ɣ e - a -,biglexstat
sawi1256-mother-1-biglexstat,sawi1256-mother-1,mother-1-0,n i j a -,biglexstat
kelo1247-hopte-cooked_rice-1-biglexstat,kelo1247-hopte-cooked_rice-1,cooked_rice-1-0,ʔ a r a k - _ m aː - i,biglexstat
abui1241-ulaga-green-1-biglexstat,abui1241-ulaga-green-1,green-1-2,b i l o ŋ a i,biglexstat
abui1241-ulaga-green-2-biglexstat,abui1241-ulaga-green-2,green-1-2,b u l o ŋ a i,biglexstat
blag1240-manat-four-1-biglexstat,blag1240-manat-four-1,four-1-0,ɓ u - - t a,biglexstat
abui1241-ulaga-man-1-biglexstat,abui1241-ulaga-man-1,man-1-1,n eː - ŋ,biglexstat
abui1241-papun-cooked_rice-1-biglexstat,abui1241-papun-cooked_rice-1,cooked_rice-1-0,- - - ɛ k - _ m ɑ - -,biglexstat
kira1248-five-1-biglexstat,kira1248-five-1,five-1-0,j - - - e s a n,biglexstat
kuii1253-cooked_rice-1-biglexstat,kuii1253-cooked_rice-1,cooked_rice-1-0,- a r a k - _ m a - -,biglexstat
kula1280-lanto-cooked_rice-2-biglexstat,kula1280-lanto-cooked_rice-2,cooked_rice-1-0,- a j a k - _ m a - -,biglexstat
kuii1253-five-1-biglexstat,kuii1253-five-1,five-1-0,- y - - e s a n,biglexstat
abui1241-papun-left_side-1-biglexstat,abui1241-papun-left_side-1,left_side-1-0,t ɛ ɪ b iː k ɪ -,biglexstat
abui1241-ulaga-left_side-1-biglexstat,abui1241-ulaga-left_side-1,left_side-1-0,- - - b i kʰ i -,biglexstat
adan1251-otvai-left_side-1-biglexstat,adan1251-otvai-left_side-1,left_side-1-0,- - - f i ʔ i ŋ,biglexstat
atim1239-fish-1-biglexstat,atim1239-fish-1,fish-1-0,a f - u,biglexstat
adan1251-lawah-mother-1-biglexstat,adan1251-lawah-mother-1,mother-1-1,n i w i -,biglexstat
abui1241-papun-eight-1-biglexstat,abui1241-papun-eight-1,eight-1-0,j - - ɛ s ɪ ŋ _ s ʊ ɑ,biglexstat
abui1241-takal-eight-1-biglexstat,abui1241-takal-eight-1,eight-1-0,j - - e̞ t i - _ s u a,biglexstat
abui1241-fuime-green-1-biglexstat,abui1241-fuime-green-1,green-1-0,w a - - l a ŋ - a - i,biglexstat
wers1238-marit-cooked_rice-1-biglexstat,wers1238-marit-cooked_rice-1,cooked_rice-1-0,- a r a k - _ m a d -,biglexstat
tiay1238-five-1-biglexstat,tiay1238-five-1,five-1-0,- - - w i s i ŋ,biglexstat
atim1239-man-2-biglexstat,atim1239-man-2,man-1-1,n ẽ - -,biglexstat
wers1238-marit-five-1-biglexstat,wers1238-marit-five-1,five-1-0,- - - w e t i ŋ,biglexstat
wers1238-marit-mother-1-biglexstat,wers1238-marit-mother-1,mother-1-1,n ɛ j a -,biglexstat
wers1238-taram-five-1-biglexstat,wers1238-taram-five-1,five-1-0,- - - w e t i ŋ,biglexstat
blag1240-warsa-left_side-1-biglexstat,blag1240-warsa-left_side-1,left_side-1-0,- a - dʒ a x u r,biglexstat
adan1251-lawah-one-1-biglexstat,adan1251-lawah-one-1,one-1-0,- n u - -,biglexstat
buna1278-malia-left_side-1-biglexstat,buna1278-malia-left_side-1,left_side-1-0,s u - - - - ɛ l,biglexstat
kama1365-fish-1-biglexstat,kama1365-fish-1,fish-1-0,a p - i,biglexstat
pura1258-four-1-biglexstat,pura1258-four-1,four-1-0,b u - - t a,biglexstat
kelo1247-bring-fish-1-biglexstat,kelo1247-bring-fish-1,fish-1-0,ə b - i,biglexstat
kama1365-good-1-biglexstat,kama1365-good-1,good-1-0,k a ŋ -,biglexstat
sibo1242-atii-good-1-biglexstat,sibo1242-atii-good-1,good-1-0,k a ŋ -,biglexstat
sibo1242-good-1-biglexstat,sibo1242-good-1,good-1-0,k aː ŋ -,biglexstat
tiay1238-good-1-biglexstat,tiay1238-good-1,good-1-0,k a ŋ -,biglexstat
wers1238-marit-good-1-biglexstat,wers1238-marit-good-1,good-1-0,k a ŋ -,biglexstat
kula1280-lanto-fish-2-biglexstat,kula1280-lanto-fish-2,fish-1-0,a p - u,biglexstat
abui1241-takal-dog-1-biglexstat,abui1241-takal-dog-1,dog-1-0,k aː - i -,biglexstat
abui1241-ulaga-dog-1-biglexstat,abui1241-ulaga-dog-1,dog-1-0,k aː - i -,biglexstat
sibo1242-atii-dog-1-biglexstat,sibo1242-atii-dog-1,dog-1-0,k uː - i -,biglexstat
maka1316-fish-1-biglexstat,maka1316-fish-1,fish-1-0,a f - i,biglexstat
nede1245-fish-1-biglexstat,nede1245-fish-1,fish-1-0,aː f - i,biglexstat
abui1241-fuime-to_cook-1-biglexstat,abui1241-fuime-to_cook-1,to_cook-1-0,m a d e,biglexstat
abui1241-takal-to_cook-1-biglexstat,abui1241-takal-to_cook-1,to_cook-1-0,m aː l -,biglexstat
abui1241-fuime-to_die-1-biglexstat,abui1241-fuime-to_die-1,to_die-1-0,- m o ŋ -,biglexstat
adan1251-otvai-to_die-1-biglexstat,adan1251-otvai-to_die-1,to_die-1-0,- m i n -,biglexstat
blag1240-nule-to_die-1-biglexstat,blag1240-nule-to_die-1,to_die-1-0,- m i n a,biglexstat
hama1240-to_sit-1-biglexstat,hama1240-to_sit-1,to_sit-1-1,m i h -,biglexstat
kafo1240-rope-1-biglexstat,kafo1240-rope-1,rope-1-1,h i l ɑ,biglexstat
abui1241-petle-rope-1-biglexstat,abui1241-petle-rope-1,rope-1-0,s i l a -,biglexstat
sibo1242-person-1-biglexstat,sibo1242-person-1,person-1-0,- a l m a,biglexstat
kama1365-three-1-biglexstat,kama1365-three-1,three-1-0,s u - - -,biglexstat
abui1241-papun-three-1-biglexstat,abui1241-papun-three-1,three-1-0,s ʊ - ɑ -,biglexstat
tiay1238-three-1-biglexstat,tiay1238-three-1,three-1-0,s u - i -,biglexstat
abui1241-papun-rope-1-biglexstat,abui1241-papun-rope-1,rope-1-0,s iː l ɑ -,biglexstat
kaer1234-to_sit-1-biglexstat,kaer1234-to_sit-1,to_sit-1-1,m i s o,biglexstat
abui1241-ulaga-sky-1-biglexstat,abui1241-ulaga-sky-1,sky-1-0,- a d i,biglexstat
kaba1285-kaba-sky-1-biglexstat,kaba1285-kaba-sky-1,sky-1-0,l a ŋ i,biglexstat
kaba1285-sky-1-biglexstat,kaba1285-sky-1,sky-1-0,l a ŋ i,biglexstat
atim1239-to_sing-1-biglexstat,atim1239-to_sing-1,to_sing-1-0,j a i _ w e t a ŋ a,biglexstat
atim1239-sand-1-biglexstat,atim1239-sand-1,sand-1-0,m a l a t a i -,biglexstat
abui1241-petle-right_side-1-biglexstat,abui1241-petle-right_side-1,right_side-1-0,- a i k a ŋ,biglexstat
tiay1238-person-1-biglexstat,tiay1238-person-1,person-1-0,- a l m a,biglexstat
atim1239-to_cook-1-biglexstat,atim1239-to_cook-1,to_cook-1-0,m a d e,biglexstat
wers1238-marit-to_cook-1-biglexstat,wers1238-marit-to_cook-1,to_cook-1-0,m a d a,biglexstat
abui1241-fuime-sand-1-biglexstat,abui1241-fuime-sand-1,sand-1-0,m a l a t a i -,biglexstat
abui1241-petle-sand-1-biglexstat,abui1241-petle-sand-1,sand-1-0,m a l a t e i -,biglexstat
abui1241-ulaga-seven-1-biglexstat,abui1241-ulaga-seven-1,seven-1-0,dʒ - - ɪ t i ŋ _ - - aː k i,biglexstat
abui1241-ulaga-sand-2-biglexstat,abui1241-ulaga-sand-2,sand-1-0,m a l a t e i -,biglexstat
rett1240-hula-person-1-biglexstat,rett1240-hula-person-1,person-1-0,n a - m a,biglexstat
adan1251-lawah-to_sit-1-biglexstat,adan1251-lawah-to_sit-1,to_sit-1-0,- m i h i ʔ,biglexstat
buna1278-malia-to_sit-1-biglexstat,buna1278-malia-to_sit-1,to_sit-1-0,- m i t - -,biglexstat
kabo1247-to_sit-1-biglexstat,kabo1247-to_sit-1,to_sit-1-0,- m i h i -,biglexstat
kama1365-to_sit-1-biglexstat,kama1365-to_sit-1,to_sit-1-0,- m i h - -,biglexstat
abui1241-petle-there-2-biglexstat,abui1241-petle-there-2,there-1-0,ʋ e -,biglexstat
atim1239-person-2-biglexstat,atim1239-person-2,person-1-2,a m a k a ŋ,biglexstat
blag1240-tuntu-to_sit-1-biglexstat,blag1240-tuntu-to_sit-1,to_sit-1-1,m i s i,biglexstat
abui1241-takal-seven-1-biglexstat,abui1241-takal-seven-1,seven-1-0,j - - e̞ t i ŋ _ ä j ɔ k u,biglexstat
rett1240-person-1-biglexstat,rett1240-person-1,person-1-0,n a - m a,biglexstat
rumb1240-sky-1-biglexstat,rumb1240-sky-1,sky-1-0,l a ŋ i,biglexstat
kelo1247-bring-to_sit-1-biglexstat,kelo1247-bring-to_sit-1,to_sit-1-1,m ɪ h -,biglexstat
dawe1237-to_die-1-biglexstat,dawe1237-to_die-1,to_die-1-0,- m a t -,biglexstat
dein1238-to_die-1-biglexstat,dein1238-to_die-1,to_die-1-0,- m i ŋ -,biglexstat
empl1237-to_die-1-biglexstat,empl1237-to_die-1,to_die-1-0,- m u k -,biglexstat
adan1251-otvai-six-1-biglexstat,adan1251-otvai-six-1,six-1-0,t a l aː ŋ - -,biglexstat
adan1251-otvai-one-1-biglexstat,adan1251-otvai-one-1,one-1-0,- n uː - -,biglexstat
blag1240-bama-one-1-biglexstat,blag1240-bama-one-1,one-1-0,- n u k u,biglexstat
blag1240-manat-one-1-biglexstat,blag1240-manat-one-1,one-1-0,- n u - -,biglexstat
blag1240-tuntu-one-1-biglexstat,blag1240-tuntu-one-1,one-1-0,- n u k -,biglexstat
blag1240-warsa-one-1-biglexstat,blag1240-warsa-one-1,one-1-0,- n u k -,biglexstat
dein1238-one-1-biglexstat,dein1238-one-1,one-1-0,- n u k -,biglexstat
hama1240-one-1-biglexstat,hama1240-one-1,one-1-0,- n u - -,biglexstat
blag1240-manat-six-1-biglexstat,blag1240-manat-six-1,six-1-0,t a l i ŋ - -,biglexstat
abui1241-ulaga-bark_of_tree-2-biglexstat,abui1241-ulaga-bark_of_tree-2,bark_of_tree-1-0,b a t aː _ - h e k u l -,biglexstat
abui1241-papun-civet_cat-1-biglexstat,abui1241-papun-civet_cat-1,civet_cat-1-0,ɑ j ʊ ɔ,biglexstat
rett1240-civet_cat-1-biglexstat,rett1240-civet_cat-1,civet_cat-1-0,a l - oː,biglexstat
abui1241-takal-bedbug-1-biglexstat,abui1241-takal-bedbug-1,bedbug-1-0,- - - t a m e̞ a k i -,biglexstat
hama1240-wind-1-biglexstat,hama1240-wind-1,wind-1-0,h a m o i,biglexstat
atim1239-canoe-1-biglexstat,atim1239-canoe-1,canoe-1-0,p e l a ŋ,biglexstat
blag1240-kulij-coconut-2-biglexstat,blag1240-kulij-coconut-2,coconut-1-0,w e t - -,biglexstat
kula1280-lanto-two-2-biglexstat,kula1280-lanto-two-2,two-1-0,j a - - - k - u,biglexstat
adan1251-otvai-arm-1-biglexstat,adan1251-otvai-arm-1,arm-1-0,ʔ a t a ŋ,biglexstat
baka1276-arm-1-biglexstat,baka1276-arm-1,arm-1-0,- a t a ŋ,biglexstat
kula1280-lanto-to_sit-2-biglexstat,kula1280-lanto-to_sit-2,to_sit-1-1,m ə t -,biglexstat
kula1280-lanto-two-1-biglexstat,kula1280-lanto-two-1,two-1-0,j a - - - k w u,biglexstat
abui1241-takal-village-2-biglexstat,abui1241-takal-village-2,village-1-0,m e̞ l a ŋ,biglexstat
abui1241-fuime-body_hair-1-biglexstat,abui1241-fuime-body_hair-1,body_hair-1-0,t e a m u r -,biglexstat
adan1251-otvai-bow-1-biglexstat,adan1251-otvai-bow-1,bow-1-0,p eː - -,biglexstat
abui1241-takal-clan-2-biglexstat,abui1241-takal-clan-2,clan-1-0,a r e̞ m a ŋ,biglexstat
abui1241-ulaga-clean-1-biglexstat,abui1241-ulaga-clean-1,clean-1-0,s a n i,biglexstat
abui1241-ulaga-wind-2-biglexstat,abui1241-ulaga-wind-2,wind-1-0,s u m o i,biglexstat
atim1239-wind-1-biglexstat,atim1239-wind-1,wind-1-0,t i m o i,biglexstat
hama1240-clothing-2-biglexstat,hama1240-clothing-2,clothing-1-3,n ə p a h,biglexstat
blag1240-kulij-arm-1-biglexstat,blag1240-kulij-arm-1,arm-1-0,n a t a ŋ,biglexstat
abui1241-takal-ash-2-biglexstat,abui1241-takal-ash-2,ash-1-0,h e t a b - w ɔ ŋ,biglexstat
abui1241-takal-body_hair-1-biglexstat,abui1241-takal-body_hair-1,body_hair-1-0,- - a m u r -,biglexstat
kira1248-butterfly-1-biglexstat,kira1248-butterfly-1,butterfly-1-0,k u p a p a k,biglexstat
atim1239-bedbug-1-biglexstat,atim1239-bedbug-1,bedbug-1-0,n e + t a m e a k - -,biglexstat
abui1241-takal-clothing-3-biglexstat,abui1241-takal-clothing-3,clothing-1-1,n a m ã -,biglexstat
atim1239-bedbug-2-biglexstat,atim1239-bedbug-2,bedbug-1-0,- - - t a m e a k - -,biglexstat
blag1240-nule-arm-1-biglexstat,blag1240-nule-arm-1,arm-1-0,t a t a ŋ,biglexstat
abui1241-fuime-blunt-1-biglexstat,abui1241-fuime-blunt-1,blunt-1-0,t o p i ŋ,biglexstat
adan1251-lawah-to_steal-1-biglexstat,adan1251-lawah-to_steal-1,to_steal-1-0,t a ʔ a - u,biglexstat
nede1245-coconut-1-biglexstat,nede1245-coconut-1,coconut-1-1,- w a t a,biglexstat
blag1240-warsa-to_steal-1-biglexstat,blag1240-warsa-to_steal-1,to_steal-1-0,t a x a v i,biglexstat
kelo1247-hopte-to_steal-1-biglexstat,kelo1247-hopte-to_steal-1,to_steal-1-0,t ə k - - aː,biglexstat
abui1241-petle-wide-2-biglexstat,abui1241-petle-wide-2,wide-1-0,f o k a,biglexstat
alor1247-baran-wide-1-biglexstat,alor1247-baran-wide-1,wide-1-0,b ɛ - a,biglexstat
abui1241-papun-betel_nut_areca-1-biglexstat,abui1241-papun-betel_nut_areca-1,betel_nut_areca-1-0,b ʊ -,biglexstat
adan1251-lawah-betel_nut_areca-1-biglexstat,adan1251-lawah-betel_nut_areca-1,betel_nut_areca-1-0,b uː -,biglexstat
abui1241-takal-clothing-4-biglexstat,abui1241-takal-clothing-4,clothing-1-0,n a m a ŋ,biglexstat
abui1241-takal-because-2-biglexstat,abui1241-takal-because-2,because-1-4,t e̞ ʋ i r _ b a,biglexstat
abui1241-takal-3sg-2-biglexstat,abui1241-takal-3sg-2,3sg-1-2,h e̞ d ɔ,biglexstat
meya1236-two-1-biglexstat,meya1236-two-1,two-1-0,- e - g e k - a,biglexstat
baka1276-bedbug-1-biglexstat,baka1276-bedbug-1,bedbug-1-0,- - - t e m e - - - -,biglexstat
blag1240-bama-bedbug-1-biglexstat,blag1240-bama-bedbug-1,bedbug-1-0,- - - t e m e - k - -,biglexstat
kaer1234-bedbug-1-biglexstat,kaer1234-bedbug-1,bedbug-1-0,- - - t ɛ m ɛ - k - -,biglexstat
kira1248-betel_nut_areca-1-biglexstat,kira1248-betel_nut_areca-1,betel_nut_areca-1-0,b u i,biglexstat
kuii1253-betel_nut_areca-1-biglexstat,kuii1253-betel_nut_areca-1,betel_nut_areca-1-0,b u i,biglexstat
kabo1247-arm-1-biglexstat,kabo1247-arm-1,arm-1-0,- a t a ŋ,biglexstat
kaer1234-arm-1-biglexstat,kaer1234-arm-1,arm-1-0,t a t a ŋ,biglexstat
kama1365-arm-1-biglexstat,kama1365-arm-1,arm-1-0,n ɑ t a ŋ,biglexstat
blag1240-tuntu-fingernail-1-biglexstat,blag1240-tuntu-fingernail-1,fingernail-1-0,t a t a ŋ _ k u r u s i ŋ,biglexstat
abui1241-fuime-cold_influenza-1-biglexstat,abui1241-fuime-cold_influenza-1,cold_influenza-1-0,p a s i ŋ,biglexstat
abui1241-fuime-dirty-1-biglexstat,abui1241-fuime-dirty-1,dirty-1-0,d a k u ŋ,biglexstat
rett1240-hula-cold_influenza-2-biglexstat,rett1240-hula-cold_influenza-2,cold_influenza-1-0,p ɛ h i ŋ,biglexstat
p-east2519-coconut-1-biglexstat,p-east2519-coconut-1,coconut-1-0,w a t a -,biglexstat
wers1238-taram-day_before_yesterday-1-biglexstat,wers1238-taram-day_before_yesterday-1,day_before_yesterday-1-0,- - g a t e - ŋ _ - j o k u,biglexstat
abui1241-fuime-day_before_yesterday-1-biglexstat,abui1241-fuime-day_before_yesterday-1,day_before_yesterday-1-0,h e t a d e - ŋ _ a j o k u,biglexstat
alor1247-kecil-father-1-biglexstat,alor1247-kecil-father-1,father-1-2,- a m ã - - - -,biglexstat
alor1247-bana-father-1-biglexstat,alor1247-bana-father-1,father-1-2,- - m a - m a -,biglexstat
alor1247-pandai-father-1-biglexstat,alor1247-pandai-father-1,father-1-1,- m a - m - - a,biglexstat
kabo1247-crocodile-1-biglexstat,kabo1247-crocodile-1,crocodile-1-0,b a ʔ a i,biglexstat
abui1241-takal-dry_in_sun-1-biglexstat,abui1241-takal-dry_in_sun-1,dry_in_sun-1-0,t e̞ a q e̞,biglexstat
abui1241-takal-dry_in_sun-2-biglexstat,abui1241-takal-dry_in_sun-2,dry_in_sun-1-0,t e̞ a q i,biglexstat
abui1241-ulaga-correct-3-biglexstat,abui1241-ulaga-correct-3,correct-1-0,r o v i,biglexstat
atim1239-earthquake-1-biglexstat,atim1239-earthquake-1,earthquake-1-0,t a i j o k a -,biglexstat
adan1251-lawah-father-1-biglexstat,adan1251-lawah-father-1,father-1-0,n i m i ŋ - -,biglexstat
