ID,Lect_ID,Concept_ID,Form_according_to_Source,Form,Local_Orthography,Segments,Comment,Source
lama1277-lewoe-child-1,lama1277-lewoe,child,ana,ana,ana,a n a,,keraf1978
lama1277-lewoe-man-1,lama1277-lewoe,man,rəbã,rəbã,reban,r ə b ã,,keraf1978
lama1277-lewoe-woman-1,lama1277-lewoe,woman,bare,bare,baré,b a r e,,keraf1978
lama1277-lewoe-husband-1,lama1277-lewoe,husband,təla'e,təlaʔe,tela'é,t ə l a ʔ e,,keraf1978
lama1277-lewoe-wife-1,lama1277-lewoe,wife,bare,bare,baré,b a r e,,keraf1978
lama1277-lewoe-mother-1,lama1277-lewoe,mother,ina,ina,ina,i n a,,keraf1978
lama1277-lewoe-father-1,lama1277-lewoe,father,ama,ama,ama,a m a,,keraf1978
lama1277-lewoe-older_sibling-1,lama1277-lewoe,older_sibling,a'a,ʔaʔa,a'a,ʔ a ʔ a,,keraf1978
lama1277-lewoe-younger_sibling-1,lama1277-lewoe,younger_sibling,wari,wari,wari,w a r i,,keraf1978
lama1277-lewoe-1sg-1,lama1277-lewoe,1sg,goe,goe,goé,g o e,,keraf1978
lama1277-lewoe-2sg_informal-1,lama1277-lewoe,2sg_informal,mo'e,moʔe,mo'é,m o ʔ e,,keraf1978
lama1277-lewoe-2pl-1,lama1277-lewoe,2pl,mio,mio,mio,m i o,,keraf1978
lama1277-lewoe-3sg-1,lama1277-lewoe,3sg,no'e,noʔe,no'é,n o ʔ e,,keraf1978
lama1277-lewoe-1pl_excl-1,lama1277-lewoe,1pl_excl,ome,ome,omé,o m e,,keraf1978
lama1277-lewoe-1pl_incl-1,lama1277-lewoe,1pl_incl,gite,gite,gité,g i t e,,keraf1978
lama1277-lewoe-3pl-1,lama1277-lewoe,3pl,ro'e,roʔe,ro'é,r o ʔ e,,keraf1978
lama1277-lewoe-and-1,lama1277-lewoe,and,nu,nuː,nuu,n uː,,keraf1978
lama1277-lewoe-because-1,lama1277-lewoe,because,ele,ʔele,élé,ʔ e l e,,keraf1978
lama1277-lewoe-with-1,lama1277-lewoe,with,rua,rua,rua,r u a,,keraf1978
lama1277-lewoe-what-1,lama1277-lewoe,what,ape,ape,apé,a p e,,keraf1978
lama1277-lewoe-who-1,lama1277-lewoe,who,he'e,heʔe,hé'é,h e ʔ e,,keraf1978
lama1277-lewoe-where-1,lama1277-lewoe,where,de'ea,deʔea,dé'éa,d e ʔ e a,,keraf1978
lama1277-lewoe-when-1,lama1277-lewoe,when,erepirə,erepirə,érépire,e r e p i r ə,,keraf1978
lama1277-lewoe-this-1,lama1277-lewoe,this,bobo,bobo,bobo,b o b o,,keraf1978
lama1277-lewoe-that-1,lama1277-lewoe,that,nene,nene,néné,n e n e,,keraf1978
lama1277-lewoe-here-1,lama1277-lewoe,here,no'o,noʔo,no'o,n o ʔ o,,keraf1978
lama1277-lewoe-there-1,lama1277-lewoe,there,weli,weli,wéli,w e l i,,keraf1978
lama1277-lewoe-left_side-1,lama1277-lewoe,left_side,wirĩ,wirĩ,wirin,w i r ĩ,,keraf1978
lama1277-lewoe-right_side-1,lama1277-lewoe,right_side,wana,wana,wana,w a n a,,keraf1978
lama1277-lewoe-few-1,lama1277-lewoe,few,kana,kana,kana,k a n a,,keraf1978
lama1277-lewoe-all-1,lama1277-lewoe,all,rowao,rowao,rowao,r o w a o,,keraf1978
lama1277-lewoe-many-1,lama1277-lewoe,many,bo'u,boʔu,bo'u,b o ʔ u,,keraf1978
lama1277-lewoe-animal-1,lama1277-lewoe,animal,əwã(nawu),əwã,ewan,ə w ã,,keraf1978
lama1277-lewoe-dog-1,lama1277-lewoe,dog,aho,aho,aho,a h o,,keraf1978
lama1277-lewoe-tail-1,lama1277-lewoe,tail,i'u,ʔiʔu,i'u,ʔ i ʔ u,,keraf1978
lama1277-lewoe-fish-1,lama1277-lewoe,fish,i'ã,ʔiʔã,i'an,ʔ i ʔ ã,,keraf1978
lama1277-lewoe-bird-1,lama1277-lewoe,bird,manu'otõ,manuʔotõ,manu'oton,m a n u ʔ o t õ,,keraf1978
lama1277-lewoe-wing-1,lama1277-lewoe,wing,api,api,api,a p i,,keraf1978
lama1277-lewoe-feather-1,lama1277-lewoe,feather,rawũ,rawũ,rawun,r a w ũ,,keraf1978
lama1277-lewoe-snake-1,lama1277-lewoe,snake,ula,ula,ula,u l a,,keraf1978
lama1277-lewoe-egg-1,lama1277-lewoe,egg,təlũ,təlũ,telun,t ə l ũ,,keraf1978
lama1277-lewoe-louse_clothing-1,lama1277-lewoe,louse_clothing,uto,uto,uto,u t o,,keraf1978
lama1277-lewoe-big-1,lama1277-lewoe,big,bəle,bəle,belé,b ə l e,,keraf1978
lama1277-lewoe-small-1,lama1277-lewoe,small,kana,kana,kana,k a n a,,keraf1978
lama1277-lewoe-new-1,lama1277-lewoe,new,wərũ,wərũ,werun,w ə r ũ,,keraf1978
lama1277-lewoe-hot-1,lama1277-lewoe,hot,pati,pati,pati,p a t i,,keraf1978
lama1277-lewoe-cold-1,lama1277-lewoe,cold,lətɔ,lətɔ,leto,l ə t ɔ,,keraf1978
lama1277-lewoe-good-1,lama1277-lewoe,good,di'e,diʔe,di'é,d i ʔ e,,keraf1978
lama1277-lewoe-bad-1,lama1277-lewoe,bad,datẽ,datẽ,datén,d a t ẽ,,keraf1978
lama1277-lewoe-near-1,lama1277-lewoe,near,dahe,dahe,dahé,d a h e,,keraf1978
lama1277-lewoe-far-1,lama1277-lewoe,far,doa,doa,doa,d o a,,keraf1978
lama1277-lewoe-wet-1,lama1277-lewoe,wet,ilo,ilo,ilo,i l o,,keraf1978
lama1277-lewoe-dry-1,lama1277-lewoe,dry,mɔrɔ,mɔrɔ,moro,m ɔ r ɔ,,keraf1978
lama1277-lewoe-long-1,lama1277-lewoe,long,bawã,bawã,bawan,b a w ã,,keraf1978
lama1277-lewoe-short-1,lama1277-lewoe,short,bo'õ,boʔõ,bo'on,b o ʔ õ,,keraf1978
lama1277-lewoe-thin-1,lama1277-lewoe,thin,mipi,mipi,mipi,m i p i,,keraf1978
lama1277-lewoe-thick-1,lama1277-lewoe,thick,wəra,wəra,wera,w ə r a,,keraf1978
lama1277-lewoe-dirty-1,lama1277-lewoe,dirty,ra'e,raʔe,ra'é,r a ʔ e,,keraf1978
lama1277-lewoe-sharp-1,lama1277-lewoe,sharp,re'õ,reʔõ,ré'on,r e ʔ õ,,keraf1978
lama1277-lewoe-blunt-1,lama1277-lewoe,blunt,milu,milu,milu,m i l u,,keraf1978
lama1277-lewoe-heavy-1,lama1277-lewoe,heavy,bəra,bəra,bera,b ə r a,,keraf1978
lama1277-lewoe-straight-1,lama1277-lewoe,straight,mohpa,mohpa,mohpa,m o h p a,,keraf1978
lama1277-lewoe-wide-1,lama1277-lewoe,wide,bəle,bəle,belé,b ə l e,,keraf1978
lama1277-lewoe-narrow-1,lama1277-lewoe,narrow,uhu,ʔuhu,uhu,ʔ u h u,,keraf1978
lama1277-lewoe-rotten-1,lama1277-lewoe,rotten,weu,weu,wéu,w e u,,keraf1978
lama1277-lewoe-flat-1,lama1277-lewoe,flat,mənete,mənete,menété,m ə n e t e,,keraf1978
lama1277-lewoe-black-1,lama1277-lewoe,black,mistã,mitã,mitan,m i t ã,,keraf1978
lama1277-lewoe-white-1,lama1277-lewoe,white,burɔ̃,burɔ̃,buron,b u r ɔ̃,,keraf1978
lama1277-lewoe-red-1,lama1277-lewoe,red,mera,mera,méra,m e r a,,keraf1978
lama1277-lewoe-green-1,lama1277-lewoe,green,taŋe,taŋe,tangé,t a ŋ e,,keraf1978
lama1277-lewoe-yellow-1,lama1277-lewoe,yellow,umɔ,umɔ,umo,u m ɔ,,keraf1978
lama1277-lewoe-scared-1,lama1277-lewoe,scared,go'ə,goʔə,go'e,g o ʔ ə,,keraf1978
lama1277-lewoe-to_see-1,lama1277-lewoe,to_see,todo,todo,todo,t o d o,,keraf1978
lama1277-lewoe-to_hear-1,lama1277-lewoe,to_hear,dəŋe,dəŋe,dengé,d ə ŋ e,,keraf1978
lama1277-lewoe-to_smell-1,lama1277-lewoe,to_smell,hodã,hodã,hodan,h o d ã,,keraf1978
lama1277-lewoe-to_think-1,lama1277-lewoe,to_think,huã,huã,huan,h u ã,,keraf1978
lama1277-lewoe-to_know-1,lama1277-lewoe,to_know,təgo,təgo,tego,t ə g o,,keraf1978
lama1277-lewoe-to_say-1,lama1277-lewoe,to_say,təde,təde,tedé,t ə d e,,keraf1978
lama1277-lewoe-to_lie_down-1,lama1277-lewoe,to_lie_down,ewa,ewa,éwa,e w a,,keraf1978
lama1277-lewoe-to_sleep-1,lama1277-lewoe,to_sleep,turu,turu,turu,t u r u,,keraf1978
lama1277-lewoe-to_sit-1,lama1277-lewoe,to_sit,tobo,tobo,tobo,t o b o,,keraf1978
lama1277-lewoe-to_stand-1,lama1277-lewoe,to_stand,diri,diri,diri,d i r i,,keraf1978
lama1277-lewoe-to_walk-1,lama1277-lewoe,to_walk,pã,pã,pan,p ã,,keraf1978
lama1277-lewoe-to_swim-1,lama1277-lewoe,to_swim,naŋi,naŋi,nangi,n a ŋ i,,keraf1978
lama1277-lewoe-to_fly-1,lama1277-lewoe,to_fly,bɔ'ɔ̃,bɔʔɔ̃,bo'on,b ɔ ʔ ɔ̃,on the scan it looks like there is a vague tilde above the last ɔ; check if misprint,keraf1978
lama1277-lewoe-to_fall_from_above-1,lama1277-lewoe,to_fall_from_above,moru,moru,moru,m o r u,,keraf1978
lama1277-lewoe-to_drink-1,lama1277-lewoe,to_drink,enu,enu,énu,e n u,"enu, menu: different inflections",keraf1978
lama1277-lewoe-to_drink-2,lama1277-lewoe,to_drink,menu,menu,ménu,m e n u,"enu, menu: different inflections",keraf1978
lama1277-lewoe-to_eat-1,lama1277-lewoe,to_eat,a,aː,aa,aː,"a, ga: different inflections",keraf1978
lama1277-lewoe-to_eat-2,lama1277-lewoe,to_eat,ga,gaː,gaa,g aː,"a, ga: different inflections",keraf1978
lama1277-lewoe-to_cook-1,lama1277-lewoe,to_cook,bihu,bihu,bihu,b i h u,,keraf1978
lama1277-lewoe-to_wash-1,lama1277-lewoe,to_wash,baha,baha,baha,b a h a,,keraf1978
lama1277-lewoe-to_sew-1,lama1277-lewoe,to_sew,heu,heu,héu,h e u,,keraf1978
lama1277-lewoe-alive-1,lama1277-lewoe,alive,mori,mori,mori,m o r i,,keraf1978
lama1277-lewoe-to_breathe-1,lama1277-lewoe,to_breathe,hədu,hədu,hedu,h ə d u,,keraf1978
lama1277-lewoe-to_work-1,lama1277-lewoe,to_work,ewo e'o,ewo_eʔo,éwo é'o,e w o _ e ʔ o,,keraf1978
lama1277-lewoe-to_die-1,lama1277-lewoe,to_die,mata,mata,mata,m a t a,,keraf1978
lama1277-lewoe-to_give-1,lama1277-lewoe,to_give,sorõ,sorõ,soron,s o r õ,,keraf1978
lama1277-lewoe-to_wipe-1,lama1277-lewoe,to_wipe,hapu,hapu,hapu,h a p u,,keraf1978
lama1277-lewoe-to_come-1,lama1277-lewoe,to_come,ho'e,hoʔe,ho'é,h o ʔ e,,keraf1978
lama1277-lewoe-to_laugh-1,lama1277-lewoe,to_laugh,ge'a,geʔa,gé'a,g e ʔ a,,keraf1978
lama1277-lewoe-to_cry-1,lama1277-lewoe,to_cry,tani,tani,tani,t a n i,,keraf1978
lama1277-lewoe-to_dance-1,lama1277-lewoe,to_dance,sokə,sokə,soke,s o k ə,,keraf1978
lama1277-lewoe-to_sing-1,lama1277-lewoe,to_sing,kata,kata,kata,k a t a,,keraf1978
lama1277-lewoe-to_burn_clear_land-1,lama1277-lewoe,to_burn_clear_land,de'e,deʔe,dé'é,d e ʔ e,,keraf1978
lama1277-lewoe-to_suck-1,lama1277-lewoe,to_suck,tuhu,tuhu,tuhu,t u h u,,keraf1978
lama1277-lewoe-to_blow-1,lama1277-lewoe,to_blow,pui,pui,pui,p u i,,keraf1978
lama1277-lewoe-to_spit-1,lama1277-lewoe,to_spit,piru,piru,piru,p i r u,,keraf1978
lama1277-lewoe-to_vomit-1,lama1277-lewoe,to_vomit,mu,mu,mu,m u,,keraf1978
lama1277-lewoe-to_rub-1,lama1277-lewoe,to_rub,doru,doru,doru,d o r u,,keraf1978
lama1277-lewoe-to_scratch-1,lama1277-lewoe,to_scratch,ragu,ragu,ragu,r a g u,,keraf1978
lama1277-lewoe-to_bite-1,lama1277-lewoe,to_bite,gi'i,giʔi,gi'i,g i ʔ i,,keraf1978
lama1277-lewoe-to_cut-1,lama1277-lewoe,to_cut,belu,belu,bélu,b e l u,,keraf1978
lama1277-lewoe-to_split-1,lama1277-lewoe,to_split,ləgo,ləgo,lego,l ə g o,,keraf1978
lama1277-lewoe-to_stab-1,lama1277-lewoe,to_stab,tuba,tuba,tuba,t u b a,,keraf1978
lama1277-lewoe-to_fight-1,lama1277-lewoe,to_fight,ladu(wo'i),ladu,ladu,l a d u,,keraf1978
lama1277-lewoe-to_throw-1,lama1277-lewoe,to_throw,geba,geba,géba,g e b a,,keraf1978
lama1277-lewoe-to_hunt-1,lama1277-lewoe,to_hunt,deru,deru,déru,d e r u,,keraf1978
lama1277-lewoe-to_kill-1,lama1277-lewoe,to_kill,belu,belu,bélu,b e l u,,keraf1978
lama1277-lewoe-to_dig-1,lama1277-lewoe,to_dig,gɔli,gɔli,goli,g ɔ l i,,keraf1978
lama1277-lewoe-to_flow-1,lama1277-lewoe,to_flow,bã,bãː,baan,b ãː,,keraf1978
lama1277-lewoe-to_float-1,lama1277-lewoe,to_float,bɔo,bɔo,boo,b ɔ o,,keraf1978
lama1277-lewoe-to_hold-1,lama1277-lewoe,to_hold,pehe,pehe,péhé,p e h e,,keraf1978
lama1277-lewoe-to_tie-1,lama1277-lewoe,to_tie,gui,gui,gui,g u i,,keraf1978
lama1277-lewoe-to_play-1,lama1277-lewoe,to_play,pule,pule,pulé,p u l e,,keraf1978
lama1277-lewoe-to_pull-1,lama1277-lewoe,to_pull,idɔ,idɔ,ido,i d ɔ,,keraf1978
lama1277-lewoe-to_push-1,lama1277-lewoe,to_push,udu,udu,udu,u d u,,keraf1978
lama1277-lewoe-to_squeeze-1,lama1277-lewoe,to_squeeze,piu,piu,piu,p i u,,keraf1978
lama1277-lewoe-bark_of_tree-1,lama1277-lewoe,bark_of_tree,əso 'amã,əso_ʔamã,eso 'aman,ə s o _ ʔ a m ã,,keraf1978
lama1277-lewoe-to_shoot-1,lama1277-lewoe,to_shoot,pasa,pasa,pasa,p a s a,,keraf1978
lama1277-lewoe-footprint-1,lama1277-lewoe,footprint,lei pã,lei_pã,léi pan,l e i _ p ã,,keraf1978
lama1277-lewoe-to_return-1,lama1277-lewoe,to_return,peko,peko,péko,p e k o,,keraf1978
lama1277-lewoe-stomach_belly-2,lama1277-lewoe,stomach_belly,ũhãlau,ũhã_lau,unhan lau,ũ h ã _ l a u,,keraf1978
lama1277-lewoe-teeth-1,lama1277-lewoe,teeth,ihpe,ihpe,ihpé,i h p e,,keraf1978
lama1277-lewoe-fist-1,lama1277-lewoe,fist,sado,sado,sado,s a d o,,keraf1978
lama1277-lewoe-stem-1,lama1277-lewoe,stem,nawa,nawa,nawa,n a w a,,keraf1978
lama1277-lewoe-to_swell-1,lama1277-lewoe,to_swell,mawa,mawa,mawa,m a w a,,keraf1978
lama1277-lewoe-earthworm-1,lama1277-lewoe,earthworm,səwalo,səwalo,sewalo,s ə w a l o,,keraf1978
lama1277-lewoe-dew-1,lama1277-lewoe,dew,apũ,apũ,apun,a p ũ,,keraf1978
lama1277-lewoe-old_people-1,lama1277-lewoe,old_people,magũ,magũ,magun,m a g ũ,,keraf1978
lama1277-lewoe-correct-1,lama1277-lewoe,correct,na to'õ,na_toʔõ,na to'on,n a _ t o ʔ õ,,keraf1978
lama1277-lewoe-at-1,lama1277-lewoe,at,wəli,wəli,weli,w ə l i,,keraf1978
lama1277-lewoe-inside-1,lama1277-lewoe,inside,ləmə,ləmə,leme,l ə m ə,,keraf1978
lama1277-lewoe-other-1,lama1277-lewoe,other,pehã,pehã,péhan,p e h ã,,keraf1978
lama1277-lewoe-some-1,lama1277-lewoe,some,pirəpirə,pirəpirə,pirepire,p i r ə p i r ə,,keraf1978
lama1277-lewog-sky-1,lama1277-lewog,sky,kəlã,kəlã,kelan,k ə l ã,,keraf1978
lama1277-lewog-sun-1,lama1277-lewog,sun,ləra,ləra,lera,l ə r a,,keraf1978
lama1277-lewog-star-1,lama1277-lewog,star,pətala,pətala,petala,p ə t a l a,,keraf1978
lama1277-lewog-night-1,lama1277-lewog,night,rəmã,rəmã,reman,r ə m ã,,keraf1978
lama1277-lewog-day-1,lama1277-lewog,day,lərõ,lərõ,leron,l ə r õ,,keraf1978
lama1277-lewog-year-1,lama1277-lewog,year,sũ,sũː,suun,s ũː,,keraf1978
lama1277-lewog-cloud-1,lama1277-lewog,cloud,kowa,kowa,kowa,k o w a,,keraf1978
lama1277-lewog-wind-1,lama1277-lewog,wind,aŋi,aŋi,angi,a ŋ i,,keraf1978
lama1277-lewog-rain-1,lama1277-lewog,rain,urã,urã,uran,u r ã,,keraf1978
lama1277-lewog-river_stream-1,lama1277-lewog,river_stream,suŋe,suŋe,sungé,s u ŋ e,,keraf1978
lama1277-lewog-lake-1,lama1277-lewog,lake,liwũ,liwũ,liwun,l i w ũ,,keraf1978
lama1277-lewog-mountain-1,lama1277-lewog,mountain,ile,ile,ilé,i l e,,keraf1978
lama1277-lewog-Earth-1,lama1277-lewog,Earth,tana,tana,tana,t a n a,,keraf1978
lama1277-lewog-stone-1,lama1277-lewog,stone,wato,wato,wato,w a t o,,keraf1978
lama1277-lewog-water-1,lama1277-lewog,water,wai,wai,wai,w a i,,keraf1978
lama1277-lewog-sea-1,lama1277-lewog,sea,tahik,tahik,tahik,t a h i k,,keraf1978
lama1277-lewog-forest-1,lama1277-lewog,forest,nəwo'ona,nəwoʔona,newo'ona,n ə w o ʔ o n a,,keraf1978
lama1277-lewog-road-1,lama1277-lewog,road,laran,laran,laran,l a r a n,,keraf1978
lama1277-lewog-rope-1,lama1277-lewog,rope,tale,tale,talé,t a l e,,keraf1978
lama1277-lewog-clothing-1,lama1277-lewog,clothing,akəpake,akəpake,akepaké,a k ə p a k e,,keraf1978
lama1277-lewog-fire-1,lama1277-lewog,fire,ape,ape,apé,a p e,,keraf1978
lama1277-lewog-smoke-1,lama1277-lewog,smoke,nuhũ,nuhũ,nuhun,n u h ũ,,keraf1978
lama1277-lewog-dust-1,lama1277-lewog,dust,keawuk,keawuk,kéawuk,k e a w u k,,keraf1978
lama1277-lewog-dust-2,lama1277-lewog,dust,kə'awuk,kəʔawuk,ke'awuk,k ə ʔ a w u k,,keraf1978
lama1277-lewog-sand-1,lama1277-lewog,sand,wəra,wəra,wera,w ə r a,,keraf1978
lama1277-lewog-grass-1,lama1277-lewog,grass,kərəmə,kərəmə,kereme,k ə r ə m ə,,keraf1978
lama1277-lewog-tree-1,lama1277-lewog,tree,kayo,kajo,kayo,k a j o,,keraf1978
lama1277-lewog-leaf-1,lama1277-lewog,leaf,lepa'ã,lepaʔã,lépa'an,l e p a ʔ ã,,keraf1978
lama1277-lewog-root-1,lama1277-lewog,root,ramuk,ramuk,ramuk,r a m u k,,keraf1978
lama1277-lewog-fruit-1,lama1277-lewog,fruit,wu'ã,wuʔã,wu'an,w u ʔ ã,,keraf1978
lama1277-lewog-seed-1,lama1277-lewog,seed,kul'ũ,kulʔũ,kul'un,k u l ʔ ũ,,keraf1978
lama1277-lewog-flower-1,lama1277-lewog,flower,puhũ,puhũ,puhun,p u h ũ,,keraf1978
lama1277-lewog-salt-1,lama1277-lewog,salt,si'a,siʔa,si'a,s i ʔ a,,keraf1978
lama1277-lewog-fat-1,lama1277-lewog,fat,wor'ã,worʔã,wor'an,w o r ʔ ã,,keraf1978
lama1277-lewog-meat-1,lama1277-lewog,meat,ihik,ihik,ihik,i h i k,,keraf1978
lama1277-lewog-bone-1,lama1277-lewog,bone,ri'u,riʔu,ri'u,r i ʔ u,,keraf1978
lama1277-lewog-blood-1,lama1277-lewog,blood,mei',meiʔ,méi',m e i ʔ,,keraf1978
lama1277-lewog-heart-1,lama1277-lewog,heart,puhũ,puhũ,puhun,p u h ũ,,keraf1978
lama1277-lewog-liver-1,lama1277-lewog,liver,ate,ate,até,a t e,,keraf1978
lama1277-lewog-stomach_belly-1,lama1277-lewog,stomach_belly,luwu,luwu,luwu,l u w u,,keraf1978
lama1277-lewog-head-1,lama1277-lewog,head,kotã,kotã,kotan,k o t ã,,keraf1978
lama1277-lewog-hair-1,lama1277-lewog,hair,rata',rataʔ,rata',r a t a ʔ,,keraf1978
lama1277-lewog-eye-1,lama1277-lewog,eye,mata,mata,mata,m a t a,,keraf1978
lama1277-lewog-ear-1,lama1277-lewog,ear,tilu,tilu,tilu,t i l u,,keraf1978
lama1277-lewog-nose-1,lama1277-lewog,nose,irut,irut,irut,i r u t,,keraf1978
lama1277-lewog-mouth-1,lama1277-lewog,mouth,wəwat,wəwat,wewat,w ə w a t,,keraf1978
lama1277-lewog-tongue-1,lama1277-lewog,tongue,wewel,wewel,wéwél,w e w e l,,keraf1978
lama1277-lewog-neck-1,lama1277-lewog,neck,wulĩ,wulĩ,wulin,w u l ĩ,,keraf1978
lama1277-lewog-hand-1,lama1277-lewog,hand,lima,lima,lima,l i m a,,keraf1978
lama1277-lewog-foot-1,lama1277-lewog,foot,lei,lei,léi,l e i,,keraf1978
lama1277-lewog-back-1,lama1277-lewog,back,uhuk,uhuk,uhuk,u h u k,,keraf1978
lama1277-lewog-skin-1,lama1277-lewog,skin,kama,kama,kama,k a m a,,keraf1978
lama1277-lewog-person-1,lama1277-lewog,person,atadikã,atadikã,atadikan,a t a d i k ã,,keraf1978
lama1277-lewog-name-1,lama1277-lewog,name,narã,narã,naran,n a r ã,,keraf1978
lama1277-lewog-child-1,lama1277-lewog,child,ana',anaʔ,ana',a n a ʔ,,keraf1978
lama1277-lewog-man-1,lama1277-lewog,man,amalake,amalake,amalaké,a m a l a k e,,keraf1978
lama1277-lewog-woman-1,lama1277-lewog,woman,inawae,inawae,inawaé,i n a w a e,,keraf1978
lama1277-lewog-husband-1,lama1277-lewog,husband,lake,lake,laké,l a k e,,keraf1978
lama1277-lewog-wife-1,lama1277-lewog,wife,kəwae,kəwae,kewaé,k ə w a e,,keraf1978
lama1277-lewog-mother-1,lama1277-lewog,mother,əma',əmaʔ,ema',ə m a ʔ,,keraf1978
lama1277-lewog-father-1,lama1277-lewog,father,bapa,bapa,bapa,b a p a,,keraf1978
lama1277-lewog-older_sibling-1,lama1277-lewog,older_sibling,tata,tata,tata,t a t a,,keraf1978
lama1277-lewog-younger_sibling-1,lama1277-lewog,younger_sibling,ari',ariʔ,ari',a r i ʔ,,keraf1978
lama1277-lewog-1sg-1,lama1277-lewog,1sg,go,go,go,g o,,keraf1978
lama1277-lewog-2sg_informal-1,lama1277-lewog,2sg_informal,mo,mo,mo,m o,,keraf1978
lama1277-lewog-2pl-1,lama1277-lewog,2pl,mio,mio,mio,m i o,,keraf1978
lama1277-lewog-3sg-1,lama1277-lewog,3sg,na,na,na,n a,,keraf1978
lama1277-lewog-1pl_excl-1,lama1277-lewog,1pl_excl,kame,kame,kamé,k a m e,,keraf1978
lama1277-lewog-1pl_incl-1,lama1277-lewog,1pl_incl,tite,tite,tité,t i t e,,keraf1978
lama1277-lewog-3pl-1,lama1277-lewog,3pl,ra,ra,ra,r a,,keraf1978
lama1277-lewog-and-1,lama1277-lewog,and,no'õ,noʔõ,no'on,n o ʔ õ,,keraf1978
lama1277-lewog-because-1,lama1277-lewog,because,pukən,pukən,puken,p u k ə n,,keraf1978
lama1277-lewog-if-1,lama1277-lewog,if,kalu,kalu,kalu,k a l u,,keraf1978
lama1277-lewog-with-1,lama1277-lewog,with,no'õ,noʔõ,no'on,n o ʔ õ,,keraf1978
lama1277-lewog-what-1,lama1277-lewog,what,a,aː,aa,aː,,keraf1978
lama1277-lewog-who-1,lama1277-lewog,who,hege,hege,hégé,h e g e,,keraf1978
lama1277-lewog-where-1,lama1277-lewog,where,ga'e,gaʔe,ga'é,g a ʔ e,,keraf1978
lama1277-lewog-when-1,lama1277-lewog,when,arəmpira,arəmpira,arempira,a r ə m p i r a,,keraf1978
lama1277-lewog-this-1,lama1277-lewog,this,pi'ĩ,piʔĩ,pi'in,p i ʔ ĩ,,keraf1978
lama1277-lewog-that-1,lama1277-lewog,that,pe'ẽ,peʔẽ,pé'én,p e ʔ ẽ,,keraf1978
lama1277-lewog-here-1,lama1277-lewog,here,pi,pi,pi,p i,,keraf1978
lama1277-lewog-there-1,lama1277-lewog,there,pe,pe,pé,p e,,keraf1978
lama1277-lewog-left_side-1,lama1277-lewog,left_side,nekĩ,nekĩ,nékin,n e k ĩ,,keraf1978
lama1277-lewog-right_side-1,lama1277-lewog,right_side,wanã,wanã,wanan,w a n ã,,keraf1978
lama1277-lewog-few-1,lama1277-lewog,few,bərua,bərua,berua,b ə r u a,,keraf1978
lama1277-lewog-all-1,lama1277-lewog,all,wəkãe,wəkãe,wekaén,w ə k ã e,,keraf1978
lama1277-lewog-many-1,lama1277-lewog,many,aya',ajaʔ,aya',a j a ʔ,,keraf1978
lama1277-lewog-animal-1,lama1277-lewog,animal,binataŋ,binataŋ,binatang,b i n a t a ŋ,,keraf1978
lama1277-lewog-dog-1,lama1277-lewog,dog,aho,aho,aho,a h o,,keraf1978
lama1277-lewog-tail-1,lama1277-lewog,tail,ikũ,ikũ,ikun,i k ũ,,keraf1978
lama1277-lewog-fish-1,lama1277-lewog,fish,ikã,ikã,ikan,i k ã,,keraf1978
lama1277-lewog-bird-1,lama1277-lewog,bird,kolõ,kolõ,kolon,k o l õ,,keraf1978
lama1277-lewog-wing-1,lama1277-lewog,wing,kəp'ĩ,kəpʔĩ,kep'in,k ə p ʔ ĩ,,keraf1978
lama1277-lewog-feather-1,lama1277-lewog,feather,rawuk,rawuk,rawuk,r a w u k,,keraf1978
lama1277-lewog-snake-1,lama1277-lewog,snake,ula,ula,ula,u l a,,keraf1978
lama1277-lewog-egg-1,lama1277-lewog,egg,təluk,təluk,teluk,t ə l u k,,keraf1978
lama1277-lewog-louse_clothing-1,lama1277-lewog,louse_clothing,kuto,kuto,kuto,k u t o,,keraf1978
lama1277-lewog-big-1,lama1277-lewog,big,belə̃,belə̃,bélen,b e l ə̃,,keraf1978
lama1277-lewog-small-1,lama1277-lewog,small,kəne,kəne,kené,k ə n e,,keraf1978
lama1277-lewog-new-1,lama1277-lewog,new,wu'ũ,wuʔũ,wu'un,w u ʔ ũ,,keraf1978
lama1277-lewog-hot-1,lama1277-lewog,hot,pəlate,pəlate,pelaté,p ə l a t e,,keraf1978
lama1277-lewog-cold-1,lama1277-lewog,cold,gələtə,gələtə,gelete,g ə l ə t ə,,keraf1978
lama1277-lewog-good-1,lama1277-lewog,good,əre',əreʔ,eré',ə r e ʔ,,keraf1978
lama1277-lewog-bad-1,lama1277-lewog,bad,məko,məko,meko,m ə k o,,keraf1978
lama1277-lewog-near-1,lama1277-lewog,near,dahe,dahe,dahé,d a h e,,keraf1978
lama1277-lewog-far-1,lama1277-lewog,far,doã,doã,doan,d o ã,,keraf1978
lama1277-lewog-wet-1,lama1277-lewog,wet,dəmã,dəmã,deman,d ə m ã,,keraf1978
lama1277-lewog-dry-1,lama1277-lewog,dry,mara,mara,mara,m a r a,,keraf1978
lama1277-lewog-long-1,lama1277-lewog,long,bəlaha,bəlaha,belaha,b ə l a h a,,keraf1978
lama1277-lewog-short-1,lama1277-lewog,short,kəsu,kəsu,kesu,k ə s u,,keraf1978
lama1277-lewog-thin-1,lama1277-lewog,thin,mənipi,mənipi,menipi,m ə n i p i,,keraf1978
